conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,Estaticista,released,Especialista em estatística | Analista de estatísticas | Analista estatístico,"Os estaticistas recolhem, tabulam e, sobretudo, analisam as informações quantitativas provenientes de diversos domínios. Interpretam e analisam os estudos estatísticos em domínios como a saúde, a demografia, as finanças, as empresas, etc., e prestam aconselhamento com base em padrões e análises realizadas.",http://data.europa.eu/esco/isco/C2120,"Matemáticos, actuários e estaticistas"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,Antropólogo/Antropóloga,released,Antropólogo | Antropóloga,"Os antropólogos investigam todos os aspetos da vida relacionados com o ser humano. Estudam as diversas civilizações que existiram ao longo do tempo e as suas formas de organização. Procuram analisar os aspetos físicos, sociais, linguísticos, políticos, económicos, filosóficos e culturais dos diferentes povos. O objetivo dos seus estudos é compreender e descrever o passado da humanidade e resolver problemas sociais atuais. Exploram diferentes perspetivas, como a antropologia filosófica.",http://data.europa.eu/esco/isco/C2632,"Sociólogos, antropólogos e especialistas similares"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,Professor de Filosofia/Professor de Filosofia,released,Professora universitária de Filosofia | Professora de Filosofia | Professor universitário de Filosofia | Professor de Filosofia,"Os professores de Filosofia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Filosofia, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Filosofia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,Engenheiro mecânico especialista em optomecânica/Engenheira mecânica especialista em optomecânica,released,Engenheira mecânica especialista em optomecânica | Engenheiro mecânico especialista em optomecânica,"Os engenheiros mecânicos especialistas em optomecânica concebem e desenvolvem sistemas, dispositivos e componentes optomecânicos, tais como espelhos óticos e armações óticas. A engenharia optomecânica combina a engenharia ótica com a engenharia mecânica na conceção destes sistemas e dispositivos. Realizam atividades de investigação, realizam análises, testam os dispositivos e supervisionam a investigação.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,Engenheiro mecânico/Engenheira mecânica
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,Técnico de biometria/Técnica de biometria,released,Técnico de biometria | Especialista em biometria | Investigador em biometria | Técnica de biometria | Investigadora em biometria | Biometrista,"Os técnicos de biometria realizam investigação no domínio da biometria. Realizam projetos de investigação estatística ou biológica através da medição de impressões digitais, da retina e das formas humanas para aplicações médicas ou industriais.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,Estaticista
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,Engenheiro de energia/Engenheira de energia,released,Engenheira de energia | Engenheiro de energia,"Os engenheiros de energia concebem formas novas, eficientes e limpas de produção, transformação e distribuição de energia para melhorar a sustentabilidade ambiental e a eficiência energética. Extraem energia através de recursos naturais, como o petróleo ou o gás, ou de fontes renováveis e sustentáveis, como o vento ou o sol. ",http://data.europa.eu/esco/isco/C2149,Outros engenheiros (excluindo de electrotecnologia)
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,Professor de Ciências Médicas/Professora de Ciências Médicas,released,Professora universitária de Ciências Médicas | Professora de Pediatria | Professora de Ciências Médicas | Professor de Ciências Médicas | Professora de Patologia | Professor de Pediatria | Professor universitário de Ciências Médicas | Professor de Geriatria | Professora de Geriatria | Professor de Histologia e Embriologia | Professora de Histologia e Embriologia | Professor de Patologia,"Os professores de Ciências Médicas são professores universitários ou docentes em geral e, frequentemente, médicos que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Ciências Médicas, que é predominantemente de natureza académica. Trabalham com os seus assistentes de investigação universitária e professores assistentes universitários na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio das Ciências Médicas, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,Imunologista,released,Investigador em imunologia | Investigadora em imunologia,"Os imunologistas investigam o sistema imunitário dos organismos vivos (por exemplo, do corpo humano) e a forma como reage às infeções externas ou aos agentes nocivos invasivos (por exemplo, vírus, bactérias, parasitas). Centram o seu estudo nas doenças que afetam a imunologia dos organismos vivos, a fim de as classificar para tratamento.",http://data.europa.eu/esco/isco/C2131,"Biólogos, botânicos, zoólogos e especialistas similares"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,Professor de Direito/Professora de Direito,released,Professor de Direito | Professor universitário de Direito | Professora universitária de Direito | Professora de Direito,"Os professores de Direito são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, o Direito, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio do Direito, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,Epidemiologista,released,Epidemióloga | Epidemiólogo,Os epidemiologistas centram a sua investigação na origem e nas causas da erupção de doenças nos seres humanos. Determinam a forma como as doenças são disseminadas e propõem medidas de prevenção dos riscos aos organismos da política de saúde.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biólogo/Bióloga
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,Sismólogo/Sismóloga,released,Sismólogo | Investigadora científica em sismologia | Sismóloga | Investigador científico em sismologia,"Os sismólogos analisam o movimento das placas tectónicas da Terra, que provocam a propagação de ondas sísmicas e sismos. Estudam e observam as diversas fontes que provocam sismos, como a atividade vulcânica, fenómenos atmosféricos ou o comportamento dos oceanos. Fornecem as suas observações científicas para prevenir os perigos na construção e nas infraestruturas.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,Geólogo/Geóloga
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,Geógrafo/Geógrafa,released,Geógrafo | Geógrafa,"Os geógrafos são indivíduos que estudam a geografia humana e física. Em função da sua especialização, estudam os aspetos políticos, económicos e culturais da humanidade englobados na geografia humana. Além disso, estudam as formações terrestres, os solos, as fronteiras naturais e os cursos de água, pertencentes ao domínio da geografia física.",http://data.europa.eu/esco/isco/C2632,"Sociólogos, antropólogos e especialistas similares"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,Engenheiro de automação/Engenheira de automação,released,Engenheiro de automação | Engenheira de automação,"Os engenheiros de automação investigam, concebem e desenvolvem aplicações e sistemas para a automatização do processo de produção. Executam a tecnologia e reduzem, sempre que aplicável, a contribuição humana para alcançar todo o potencial da robótica industrial. Os engenheiros de automação supervisionam o processo e asseguram que todos os sistemas funcionam com segurança e sem problemas.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,Engenheiro de produção/Engenheira de produção
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,Cosmólogo/Cosmóloga,released,Cosmólogo | Cosmóloga | Cosmologista,"Os cosmólogos centram-se no estudo do universo no seu conjunto, constituído pela sua origem, evolução e destino final. Utilizam ferramentas e instrumentos científicos para observar e estudar outras galáxias e objetos astronómicos, tais como estrelas, buracos negros, planetas e outros corpos celestes.",http://data.europa.eu/esco/isco/C2111,Físicos e astrónomos
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,Professor de Línguas Modernas/Professora de Línguas Modernas,released,Professor de Línguas Modernas | Professora de Línguas Modernas | Professora universitária de Línguas Modernas | Professor universitário de Línguas Modernas,"Os professores de Línguas Modernas são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Línguas Modernas, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio das Línguas Modernas, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,Filósofo/Filósofa,released,Filósofa | Filósofo,"Os filósofos estudam e argumentam sobre problemas gerais e estruturais relacionados com a sociedade, os seres humanos e os indivíduos. São dotados de capacidades de raciocínio e argumentação bem desenvolvidas para discutirem sobre temas relacionados com a existência, os sistemas de valores, o conhecimento ou a realidade. Nas suas discussões, recorrem à lógica, a qual conduz a níveis de profundidade e de abstração.",http://data.europa.eu/esco/isco/C2633,"Filósofos, historiadores e especialistas das ciências políticas"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,Professor de Arqueologia/Professora de Arqueologia,released,Professor universitário de Arqueologia | Professor de Arqueologia | Professora universitária de Arqueologia | Professora de Arqueologia,"Os professores de Arqueologia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Arqueologia, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Arqueologia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,Investigador de agronomia/Investigadora de agronomia,released,Engenheiro agrícola | Agrónoma | Engenheira agrícola | Agrónomo | cientista de investigação agrícola | Investigadora de agronomia | cientista agrícola | Investigador de agronomia,"Os investigadores de agronomia investigam e estudam os solos, os animais e as plantas, com o objetivo de melhorar os processos agrícolas, a qualidade dos produtos agrícolas ou o impacto dos processos agrícolas no ambiente. Planificam e implementam projetos como projetos de desenvolvimento em nome de clientes ou instituições.",http://data.europa.eu/esco/isco/C2132,"Engenheiros agrónomos, consultores da pesca e similares"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,Professor assistente/Professora assistente,released,Professora assistente | Professor assistente,"Os professores assistentes partilham o volume de trabalho académico dos professores universitários ou dos professores do ensino superior, nomeadamente ministrando aulas aos alunos. Preparam e ministram aulas e reúnem-se com os alunos individualmente em matéria de avaliação. Além disso, combinam a sua atividade de ensino e outras funções académicas com a realização da sua própria investigação na sua área de estudos. Os professores assistentes ocupam uma posição autónoma a tempo inteiro, apesar do que o elemento de subserviência do título da profissão possa sugerir.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,Professor de Ciências Informáticas/Professora de Ciências Informáticas,released,Professor universitário de Informática | Professor de Informática | Professor de Ciências Informáticas | Professor universitário de Ciências Informáticas | Professora universitária de Ciências Informáticas | Professora de Informática | Professora de Ciências Informáticas | Professora universitária de Informática,"Os professores de Ciências Informáticas são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Ciências Informáticas, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio das Ciências Informáticas, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,Professor de Linguística/Professora de Linguística,released,Professor universitário de Linguística | Professor de Linguística | Professora universitária de Linguística | Professor de Linguística Aplicada | Professora de Linguística,"Os professores de Linguística são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Linguística, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Linguística, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,Professor de Ciência Política/Professora de Ciência Política,released,Professor universitário de Ciência Política | Professora universitária de Ciência Política | Professora de Ciência Política | Professor de Ciência Política,"Os professores de Ciência Política são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Ciência Política, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Ciência Política, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,Geólogo/Geóloga,released,Geóloga | Especialista em geologia do Quaternário | Geólogo | Sismologista,"Os geólogos investigam os materiais que formam a Terra. As suas observações dependem do objetivo da investigação. Em função da sua especialização, os geólogos estudam a forma como a Terra foi moldada ao longo do tempo, as suas camadas geológicas, a qualidade dos minerais para fins mineiros, sismos e atividade vulcânica para serviços privados e fenómenos similares.",http://data.europa.eu/esco/isco/C2114,Geólogos e geofísicos
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,Engenheiro de testes/Engenheira de testes,released,Engenheira de testes | Engenheiro de testes,"Os engenheiros de testes planificam e realizam testes de qualidade pormenorizados durante as várias fases do processo de conceção, a fim de garantir que os sistemas estão corretamente instalados e funcionam corretamente. Analisam os dados recolhidos durante os testes e elaboram relatórios. São igualmente responsáveis pela segurança das operações de teste.",http://data.europa.eu/esco/isco/C2149,Outros engenheiros (excluindo de electrotecnologia)
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,Professor de Teologia/Professora de Teologia,released,Professor universitário de Teologia | Professora universitária de Teologia | Professora de Teologia | Professor de Teologia,"Os professores de Teologia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Teologia, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Teologia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,Engenheiro de obras de engenharia civil/Engenheira de obras de engenharia civil,released,Gestora de projetos de infraestruturas | Engenheiro civil especialista em estruturas | Gestor de projetos de infraestruturas | Engenheira de obras de engenharia civil | Engenheiro civil | Engenheira civil | Engenheiro de obras de engenharia civil | Engenheira civil especialista em estruturas,"Os engenheiros de obras de engenharia civil concebem, planificam e desenvolvem especificações técnicas e de engenharia para projetos de infraestruturas e construção. Aplicam conhecimentos de engenharia num vasto leque de projetos, desde a construção de infraestruturas de transporte, projetos de habitação e edifícios de luxo, até à construção de sítios naturais. Elaboram planos que procuram otimizar os materiais e integrar as especificações e a afetação de recursos nos condicionalismos de tempo.",http://data.europa.eu/esco/isco/C2142,Engenheiros civis
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,Professor de Matemática/Professora de Matemática,released,Professora de Matemática | Professora universitária de Matemática | Professor universitário de Matemática | Professor de Matemática,"Os professores de Matemática lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Matemática, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Matemática, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,Urbanista de cidade,released,planejador de cidade inteligente,"Os urbanistas de cidade criam planos de desenvolvimento para as cidades, as zonas urbanas, as cidades e as regiões. Investigam as necessidades da comunidade ou da região (económicas, sociais, de transporte) e avaliam outros parâmetros, como a sustentabilidade, a fim de apresentar programas sólidos destinados a melhorar o sítio.",http://data.europa.eu/esco/isco/C2164,"Urbanistas, de cidade e tráfego"
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,Investigador em TIC/Investigadora em TIC,released,Investigadora em tecnologias de informação e comunicação | Investigador em tecnologias de informação e comunicação | Investigadora em informática | Investigadora em TIC | Investigador informático | Investigadora informática | Investigador em informática | Investigador em TIC,"Os investigadores em TIC realizam investigações no domínio da informática e ciência da informação, tendo em vista a obtenção de um maior conhecimento e compreensão dos aspetos fundamentais dos fenómenos das TIC. Redigem relatórios e propostas de investigação. Além disso, os investigadores em TIC inventam e concebem novas abordagens em matéria de tecnologia informática, descobrem aplicações inovadoras para a tecnologia e os estudos existentes e resolvem problemas complexos no domínio da informática.",http://data.europa.eu/esco/isco/C2511,Analistas de sistemas
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,Conservacionista,released,,"Os conservacionistas gerem a qualidade de florestas, parques e outros recursos naturais específicos. Protegem o habitat da fauna, a biodiversidade, o valor paisagístico e outros atributos únicos de terras preservadas e conservadas. Os conservacionistas realizam trabalho de campo.",http://data.europa.eu/esco/isco/C2133,Especialistas de protecção ambiental
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,Professor de Química/Professora de Química,released,Professora universitária de Química | Professor universitário de Química | Professor de Química | Professora de Química,"Os professores de Química são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Química, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Química, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,Professor de Engenharia/Professora de Engenharia,released,Professora de Engenharia | Professor de Engenharia | Professor universitário de Engenharia | Professora universitária de Engenharia,"Os professores de Engenharia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Engenharia, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Engenharia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biólogo/Bióloga,released,Botanista | Micologista | Zoóloga | Entomólogo | Virologista | Microbióloga | Entomologista | Micóloga | Microbiólogo | Ornitólogo | Micólogo | Ornitologista | Patologista de plantas | Zoologista | Entomóloga | Biólogo | Ornitóloga | Microbiologista | Bióloga especialista em genética | Bactereologista | Bióloga | Biólogo especialista em genética | Zoólogo,"Os biólogos estudam os organismos vivos e a vida em sentido lato, em combinação com o seu ambiente. Através da investigação, procuram explicar os mecanismos funcionais, as interações e a evolução dos organismos.",http://data.europa.eu/esco/isco/C2131,"Biólogos, botânicos, zoólogos e especialistas similares"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,Estudioso de literatura/Estudiosa de literatura,released,Crítico literário | Crítica literária | Especialista em literatura | Teórico de literatura | Estudiosa de literatura | Teórica de literatura | Estudioso de literatura,"Os estudiosos de literatura investigam obras literárias, a história da literatura, géneros e críticas literárias, com vista a avaliarem as obras e os seus aspetos envolventes num contexto adequado e a produzirem resultados de investigação sobre temas específicos no domínio da literatura.",http://data.europa.eu/esco/isco/C2641,Autores e outros escritores
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,Engenheiro bioquímico/Engenheira bioquímica,released,Engenheira alimentar | Engenheiro alimentar | Engenheira bioquímica especialista em enzimas | Engenheiro bioquímico especialista em biocombustíveis | Engenheira bioquímica especialista em biocombustíveis | Engenheiro bioquímico | Engenheira bioquímica | Engenheiro bioquímico especialista em enzimas,"Os engenheiros bioquímicos realizam investigação no domínio das ciências da vida com vista a novas descobertas. Convertem essas conclusões em soluções químicas que podem melhorar o bem-estar da sociedade, como as vacinas, a reparação de tecidos, a melhoria das culturas e tecnologias verdes como combustíveis mais limpos provenientes de recursos naturais.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,Engenheiro químico/Engenheira química
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,Metrologista,released,,"Os metrologistas estudam e praticam a ciência da medição. Desenvolvem sistemas de quantidade, unidades de medida e métodos de medição a utilizar na ciência. Os metrologistas estabelecem novos métodos e instrumentos para quantificar e compreender melhor a informação.",http://data.europa.eu/esco/isco/C2112,Meteorologistas
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,Professor de Línguas Clássicas/Professora de Línguas Clássicas,released,Professora de Línguas Clássicas | Professora universitária de Línguas Clássicas | Professor de Grego | Professor universitário de Latim | Professora universitária de Grego | Professor de Línguas Clássicas | Professor universitário de Grego | Professor de Latim | Professora de Grego | Professora de Latim | Professora universitária de Latim | Professor universitário de Línguas Clássicas,"Os professores de Línguas Clássicas são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Línguas Clássicas, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio das Línguas Clássicas, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,Demógrafo/Demógrafa,released,Demógrafa | Demógrafo,"Os demógrafos estudam uma série de parâmetros relacionados com a população. Com base nas suas observações, desenvolvem análises estatísticas sobre a evolução e as alterações dos nascimentos, da população idosa, do casamento e do divórcio, do emprego, da mortalidade, da imigração e de questões conexas.",http://data.europa.eu/esco/isco/C2120,"Matemáticos, actuários e estaticistas"
