conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/de50b422-8700-4153-955c-131c3d277738,3324.4.19,Comerciante grossista de animais vivos,0.0
Occupation,http://data.europa.eu/esco/occupation/650c4c7b-8cd8-4671-a38e-6e37e45e0c8e,3324.4.20,"Comerciante grossista de máquinas e equipamentos para a indústria, comércio e navegação",0.0
Occupation,http://data.europa.eu/esco/occupation/98fa571c-dc8f-438f-909f-f426ec322c72,3324.4.21,Comerciante grossista de máquinas-ferramentas,0.0
Occupation,http://data.europa.eu/esco/occupation/58db35e3-fe1f-44d2-8a9e-ab652fc1cec2,3324.4.22,Comerciante grossista de carne e de produtos à base de carne,0.0
Occupation,http://data.europa.eu/esco/occupation/b94e2f4c-6604-46a9-bc72-160fc9d2cf36,3324.4.23,Comerciante grossista de metais e minerais metálicos,0.0
Occupation,http://data.europa.eu/esco/occupation/aaeb2402-2ab3-411f-9a44-8ff4dd092de6,3324.4.24,"Comerciante grossista de máquinas para a indústria extrativa, construção e engenharia civil",0.0
Occupation,http://data.europa.eu/esco/occupation/a486b6eb-207c-4aae-ad0b-397d0744b16f,3324.4.25,Comerciante grossista de mobiliário de escritório,0.0
Occupation,http://data.europa.eu/esco/occupation/7fddf2b5-1ba7-4327-86f9-e5da8ddb28a6,3324.4.26,Comerciante grossista de máquinas e equipamento de escritório,0.0
Occupation,http://data.europa.eu/esco/occupation/0a7b874b-e5c0-4dea-8b88-dadba9efee1d,3324.4.27,Comerciante grossista de perfumes e cosméticos,0.0
Occupation,http://data.europa.eu/esco/occupation/484ca14a-8e11-4ae1-ba9c-901cd86df56b,3324.4.28,Comerciante grossista de produtos farmacêuticos,0.0
Occupation,http://data.europa.eu/esco/occupation/6c2b32b4-2f62-4288-a359-3406022c3610,3324.4.29,"Comerciante grossista de açúcar, chocolate e produtos de confeitaria",0.0
Occupation,http://data.europa.eu/esco/occupation/6e6b62d7-4c9c-482a-9d59-7e20de0d8527,3324.4.30,Comerciante grossista de máquinas para a indústria têxtil,0.0
Occupation,http://data.europa.eu/esco/occupation/a1ccbfc4-3afd-4408-8e5a-41832cdef511,3324.4.31,"Comerciante grossista de têxteis, produtos têxteis semiacabados e matérias-primas têxteis",0.0
Occupation,http://data.europa.eu/esco/occupation/c871b431-2bef-4824-a504-50b60cf633f7,3324.4.32,Comerciante grossista de tabaco,0.0
Occupation,http://data.europa.eu/esco/occupation/789a1a35-8e03-42da-857f-4216c4d2ac68,3324.4.33,Comerciante grossista de desperdícios e sucata,0.0526315789473684
Occupation,http://data.europa.eu/esco/occupation/8022c821-1ed0-414e-b440-63cc88943a89,3324.4.34,Comerciante grossista de relógios e de artigos de ourivesaria,0.0
Occupation,http://data.europa.eu/esco/occupation/d372e2e4-714a-4127-bb82-6b53eb817410,3324.4.35,Comerciante grossista de madeira e materiais de construção,0.0
Occupation,http://data.europa.eu/esco/occupation/3ac7fbb4-91b2-4d4d-abc8-7a6c55ed648f,3324.4,Comerciante grossista,0.0266666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C3324,3324,Corretores de mercadorias,0.01880402225074882
ISCO level 3,http://data.europa.eu/esco/isco/C333,333,Agentes de negócios,0.028668166602578128
Occupation,http://data.europa.eu/esco/occupation/a3ef0728-7540-4676-ad18-cf0a7913b3ce,3331.1,Despachante aduaneiro/Despachante aduaneira,0.0
Occupation,http://data.europa.eu/esco/occupation/916d989e-0c5b-4c35-8d43-62ba65bebd30,3331.2.1.1,Especialista em import-export de máquinas e equipamento agrícola,0.0
Occupation,http://data.europa.eu/esco/occupation/322635c9-3d93-4280-a359-0b693df21e93,3331.2.1.2,"Especialista em import-export de matérias-primas agrícolas, sementes e rações animais",0.08
Occupation,http://data.europa.eu/esco/occupation/3d2637f9-e56a-4769-b3a9-e413f95c20db,3331.2.1.3,Especialista em import-export de bebidas,0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/e95ea9ec-3ac6-4a2d-a3cc-f9e8829cf15e,3331.2.1.4,Especialista em import-export de produtos químicos,0.04
Occupation,http://data.europa.eu/esco/occupation/dc6c0b28-adf7-4558-a987-2ef1506ef2d1,3331.2.1.5,Especialista em import-export de porcelana e outros artigos de vidro,0.0
Occupation,http://data.europa.eu/esco/occupation/aa8fdeff-ab03-4b99-bdba-2f7a1a5c8946,3331.2.1.6,Especialista em import-export de vestuário e calçado,0.0416666666666666
Occupation,http://data.europa.eu/esco/occupation/f3d2074e-3f44-45b0-b896-5ee5629a23c1,3331.2.1.7,"Especialista em import-export de café, chá, cacau e especiarias",0.0769230769230769
Occupation,http://data.europa.eu/esco/occupation/83b30677-6468-4a04-b20c-15daf6bc8fb5,3331.2.1.8,"Especialista em import-export de computadores, equipamentos periféricos e programas informáticos",0.0
Occupation,http://data.europa.eu/esco/occupation/f738f568-b4ff-4f23-acb7-5f99d9a3b393,3331.2.1.9,Especialista em import-export de lacticínios e óleos alimentares,0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/e763dfa6-924d-493b-892a-6435e0cffe70,3331.2.1.10,Especialista em import-export de eletrodomésticos,0.0
Occupation,http://data.europa.eu/esco/occupation/d694b54f-208a-4154-9fe1-d3d335992467,3331.2.1.11,Especialista em import-export de equipamento eletrónico e de telecomunicações,0.0
Occupation,http://data.europa.eu/esco/occupation/b789dae6-6c77-4f46-9253-098c424c92f2,3331.2.1.12,"Especialista em import-export de peixes, crustáceos e moluscos",0.04
Occupation,http://data.europa.eu/esco/occupation/3f2e63fb-dc50-4370-9f6a-85ddc338dcde,3331.2.1.13,Especialista em import-export de flores e plantas ornamentais,0.0833333333333333
Occupation,http://data.europa.eu/esco/occupation/39b4e367-94b5-49fe-bcd7-4b116865ca59,3331.2.1.14,Especialista em import-export de fruta e produtos hortícolas,0.08
Occupation,http://data.europa.eu/esco/occupation/99d97310-29ea-443e-96a1-892c8d86ce54,3331.2.1.15,"Especialista em import-export de móveis, carpetes e artigos de iluminação",0.0454545454545454
Occupation,http://data.europa.eu/esco/occupation/3ae7c42b-7929-402f-bcbc-882b8679abf4,3331.2.1.16,Especialista em import-export de equipamento para canalizações e aquecimento,0.0
Occupation,http://data.europa.eu/esco/occupation/f97dedb0-da68-4fc3-8bcc-3f4025ccacd3,3331.2.1.17,"Especialista em import-export de couros, peles e produtos do couro",0.0454545454545454
Occupation,http://data.europa.eu/esco/occupation/64421dde-df97-4c42-a25a-b3bc55b39ad6,3331.2.1.18,Especialista em import-export de produtos para o lar,0.0
Occupation,http://data.europa.eu/esco/occupation/8099a96a-753b-49fc-a36a-d70b8aa9fdcf,3331.2.1.19,Especialista em import-export de animais vivos,0.0416666666666666
Occupation,http://data.europa.eu/esco/occupation/b53209fa-ba54-4a7a-b71c-bcc8014053ec,3331.2.1.20,"Especialista em import-export de máquinas, equipamento industrial, embarcações e aeronaves",0.0
Occupation,http://data.europa.eu/esco/occupation/ef937393-3382-438d-b570-399d44b5a41c,3331.2.1.21,Especialista em import-export de máquinas ferramentas,0.0
Occupation,http://data.europa.eu/esco/occupation/33cd8ff4-62f2-4a3f-b053-6e009ecef6da,3331.2.1.22,Especialista em import-export de carne e produtos à base de carne,0.0769230769230769
Occupation,http://data.europa.eu/esco/occupation/e7117cdc-ee3d-45b0-9680-6b3a60c7c9b3,3331.2.1.23,Especialista em import-export de metais e minerais metálicos,0.0416666666666666
Occupation,http://data.europa.eu/esco/occupation/ba1e5427-46e0-4b6c-b196-5312d136dd3b,3331.2.1.24,"Especialista em import-export de máquinas para a indústria extrativa, construção e engenharia civil",0.0
Occupation,http://data.europa.eu/esco/occupation/621b7aa1-b678-49ee-8caa-91b496f8bc5b,3331.2.1.25,Especialista em import-export de mobiliário de escritório,0.0
Occupation,http://data.europa.eu/esco/occupation/c143d51a-5267-41a8-a73b-9022cf74c495,3331.2.1.26,Especialista em import-export de máquinas e equipamento de escritório,0.0
Occupation,http://data.europa.eu/esco/occupation/ddac39cf-5d8b-416a-b24b-9ce3a8a4a668,3331.2.1.27,Especialista em import-export de perfumes e cosméticos,0.0416666666666666
Occupation,http://data.europa.eu/esco/occupation/98588703-5f5c-41c6-a240-3411b6518b83,3331.2.1.28,Especialistas em import-export de produtos farmacêuticos,0.04
Occupation,http://data.europa.eu/esco/occupation/72d4b5a3-5458-41e5-8b4e-cb4fb3fd0fbc,3331.2.1.29,"Especialista em import-export de açúcar, chocolate e produtos de confeitaria",0.08
Occupation,http://data.europa.eu/esco/occupation/f34cad67-3cd9-4d31-8dde-e439ac720136,3331.2.1.30,Especialista em import-export de máquinas para a indústria têxtil,0.0
Occupation,http://data.europa.eu/esco/occupation/e1fdd92c-46bd-45a0-8672-7f500c950cb0,3331.2.1.31,"Especialista em import-export de produtos têxteis, têxteis semiacabados e matérias-primas têxteis",0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/d907b046-682b-45fa-bdd0-d2ed7a382670,3331.2.1.32,Especialista em import-export de produtos do tabaco,0.0434782608695652
Occupation,http://data.europa.eu/esco/occupation/d3ac4c05-79e2-42da-b8c6-e55765aee381,3331.2.1.33,Especialista em import-export de desperdícios e sucata,0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/891af43e-0946-4fa9-8115-a2b9be849cb0,3331.2.1.34,Especialista em import-export de relógios e artigos de ourivesaria,0.0
Occupation,http://data.europa.eu/esco/occupation/31f49d76-b2e4-4313-aeba-90650258dda9,3331.2.1.35,Especialista em import-export de madeira e materiais de construção,0.0833333333333333
Occupation,http://data.europa.eu/esco/occupation/61b859ed-24d8-48cf-9c1b-67d7a6c62bb5,3331.2.1,Especialista em import-export,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d,3331.2.2,Agente de navegação,0.0
Occupation,http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,3331.2,Transitário/Transitária,0.0208333333333333
Occupation,http://data.europa.eu/esco/occupation/56fa783a-cca4-42ef-8862-1fb6e43f215c,3331.3,Coordenador de operações de transporte internacional de mercadorias/Coordenadora de operações de transporte internacional de mercadorias,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3331,3331,Despachantes,0.03213735893022357
Occupation,http://data.europa.eu/esco/occupation/84931290-ad27-45ad-b611-9556c5facbdb,3332.1,Assistente de eventos,0.0
Occupation,http://data.europa.eu/esco/occupation/be54b8da-bc71-40f0-b150-45c5e0769375,3332.2.1,Gerente de recinto de eventos,0.0277777777777777
Occupation,http://data.europa.eu/esco/occupation/6662e56e-bc3d-4d9b-bed2-79d510d7c4ff,3332.2.2,Organizador de casamentos/Organizadora de casamentos,0.0
Occupation,http://data.europa.eu/esco/occupation/1b38a27d-ef98-4d9f-b1b2-8c109bf47e79,3332.2,Gestor de eventos/Gestora de eventos,0.175
Occupation,http://data.europa.eu/esco/occupation/35bedc78-1c15-4db7-9c6d-c55e9b5c7b54,3332.3,Programador de eventos artísticos/Programadora de eventos artísticos,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3332,3332,Organizadores de conferências e eventos,0.04055555555555554
Occupation,http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea,3333.1,Técnico na área do emprego/Técnica na área do emprego,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3333,3333,Agentes de emprego e contratadores de mão-de-obra,0.0
Occupation,http://data.europa.eu/esco/occupation/dd935705-d703-40ba-9ba7-2a8a2b7651b4,3334.1,Gestor de condomínios/Gestora de condomínios,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/b42d8731-386b-4d34-a824-4b736feee1e5,3334.2.1,Agente de transações imobiliárias,0.0
Occupation,http://data.europa.eu/esco/occupation/b915ab4a-f7b1-44bc-a5a4-585e91d31dfd,3334.2,Gestor de aquisição de propriedades/Gestora de aquisição de propriedades,0.0277777777777777
Occupation,http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7,3334.3.1,Mediador imobiliário/Mediadora imobiliária,0.0294117647058823
Occupation,http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0,3334.3.2,Operador de compra e venda de bens imobiliários/Operadora de compra e venda de bens imobiliários,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,3334.3,Agente imobiliário/Agente imobiliária,0.0350877192982456
Occupation,http://data.europa.eu/esco/occupation/cee31c49-abe9-4f29-ad10-5eefe63f2a57,3334.4,Gestor de locação imobiliária/Gestora de locação imobiliária,0.0408163265306122
Occupation,http://data.europa.eu/esco/occupation/0f5b4653-50b2-413a-826d-39d447480c21,3334.5,Gestor imobiliário/Gestora imobiliária,0.0227272727272727
ISCO level 4,http://data.europa.eu/esco/isco/C3334,3334,Agentes imobiliários e gestores de património,0.03614427429664046
Occupation,http://data.europa.eu/esco/occupation/f5332f2d-3119-4194-8b5c-d0a5d97f55ef,3339.1,Agente de promoção de vendas,0.0
Occupation,http://data.europa.eu/esco/occupation/f1ecc3c4-8212-4386-871a-6fda1b5b4d91,3339.2,Leiloeiro/Leiloeira,0.0
Occupation,http://data.europa.eu/esco/occupation/5a8835bf-65c7-48e3-ab2f-7ad98b3fdb59,3339.3,Consultor de propriedade intelectual/Consultora de propriedade intelectual,0.0
Occupation,http://data.europa.eu/esco/occupation/21ae429f-a152-46a6-a73c-9ec65c7803f0,3339.4,Promotor/Promotora,0.0
Occupation,http://data.europa.eu/esco/occupation/1da55a33-09b3-4ac7-818e-2a0fea68cecc,3339.5,Gestor de direitos de publicação/Gestora de direitos de publicação,0.0
Occupation,http://data.europa.eu/esco/occupation/2049d7ef-9ebe-41ae-b8b5-e97b77ee58a2,3339.6,Agente de relocalização,0.0
Occupation,http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599,3339.7,agente artístico/agente artística,0.0
Occupation,http://data.europa.eu/esco/occupation/3ae4fd99-814a-4d06-a7db-5ee680c22e26,3339.8,Gestor de contratos de turismo/Gestora de contratos de turismo,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3339,3339,Outros agentes de negócios,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C334,334,Secretários de administração e especializados,0.0036764705882352915
Occupation,http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,3341.1,Analista de centro de atendimento,0.0
Occupation,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,3341.2,Auditor de qualidade de centro de atendimento/ Auditora de qualidade de centro de atendimento,0.0
Occupation,http://data.europa.eu/esco/occupation/6aa78e46-ce22-421f-8a75-e915ac63c9d0,3341.3,Supervisor de call centre/Supervisora de call centre,0.0
Occupation,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,3341.4,Supervisor de centro de contacto/Supervisora de centro de contacto,0.0
Occupation,http://data.europa.eu/esco/occupation/af355ac4-dd89-44df-99a6-bba70202d6fe,3341.5,Supervisor de registo de dados/Supervisora de registo de dados,0.0
Occupation,http://data.europa.eu/esco/occupation/0deaceea-69d8-4304-bc80-0b3d0491a241,3341.6,Responsável pela realização de inquéritos de campo,0.0
Occupation,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69,3341.7,Responsável de escritório,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3341,3341,Chefe de escritório,0.0
Occupation,http://data.europa.eu/esco/occupation/578470d7-1848-44cd-a769-96cdd64b2c37,3342.1,Escrivão/Escrivã,0.0
Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,3342.2,Assistente administrativo de serviços jurídicos/Assistente administrativa de serviços jurídicos,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3342,3342,Secretários da área jurídica,0.0
Occupation,http://data.europa.eu/esco/occupation/ac60ed89-da6d-4f1a-93ee-1031789c7796,3343.1.1,Escrivão de direito/Escrivã de direito,0.0
Occupation,http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820,3343.1.2,Responsável administrativo em estabelecimento educativo/Responsável administrativa em estabelecimento educativo,0.0
Occupation,http://data.europa.eu/esco/occupation/1d6fbb43-f4c7-4839-8099-55eae5d424a5,3343.1.3,Assistente de angariação de fundos,0.0
Occupation,http://data.europa.eu/esco/occupation/fcaab37b-ada2-4832-a2fd-9d64362e0280,3343.1.4,Coordenador de intercâmbio internacional de estudantes/Coordenadora de intercâmbio internacional de estudantes,0.0
Occupation,http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7,3343.1.5,responsável pelo apoio à contratação pública,0.0
Occupation,http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115,3343.1.6,responsável pelo apoio a projetos,0.0
Occupation,http://data.europa.eu/esco/occupation/c8b296be-54ae-48cf-be21-031fa8457937,3343.1.7,Assistente de cadeia de abastecimento,0.088235294117647
Occupation,http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,3343.1,Assistente administrativo/Assistente administrativa,0.0
Occupation,http://data.europa.eu/esco/occupation/bcba793e-44fe-45eb-b0fb-56772529cbab,3343.2,Assistente editorial,0.0
Occupation,http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44,3343.3,Assistente executivo/Assistente executiva,0.0
Occupation,http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,3343.4,Assistente de direção,0.0
Occupation,http://data.europa.eu/esco/occupation/42c769cd-4c60-4bac-94d2-29a492b82b74,3343.5,Revisor de transcrições/ Revisora de transcrições,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3343,3343,"Secretários, administrativo e executivo",0.007352941176470583
Occupation,http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,3344.1,Assistente administrativo na área da medicina/Assistente administrativa na área da medicina,0.0
Occupation,http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00,3344.2,Responsável de consultório médico,0.0
Occupation,http://data.europa.eu/esco/occupation/5d5fde2c-47ce-4dcd-99f0-ba651b7b908f,3344.3,Transcricionista médico/Transcricionista médica,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3344,3344,Secretários da área da medicina,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C335,335,"Agentes de nível intermédio da administração pública, para aplicação da lei e similares",0.03833186290082837
Occupation,http://data.europa.eu/esco/occupation/5f16819d-50b9-475b-a2d8-607ee6d99a9d,3351.1,Agente aduaneiro/Agente aduaneira,0.0
Occupation,http://data.europa.eu/esco/occupation/933d02c0-3dfa-418f-9c2d-470b525cc42c,3351.2,Inspetor de bagagem/Inspetora de bagagem,0.0
Occupation,http://data.europa.eu/esco/occupation/6296faea-1909-4943-b0e0-662b43ad855d,3351.3,Agente de imigração,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3351,3351,Inspectores das alfândegas e fronteiras,0.0
Occupation,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352.1,Agente tributário/Agente tributária,0.0
Occupation,http://data.europa.eu/esco/occupation/c766198e-5b9c-4c85-9fef-be27c783ab19,3352.2,Inspetor tributário/Inspetora tributária,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3352,3352,Agentes dos impostos,0.0
Occupation,http://data.europa.eu/esco/occupation/2c83f279-a1d1-4c9f-a6aa-5e5ee1850e46,3353.1,Inspetor da segurança social/Inspetora da segurança social,0.0
Occupation,http://data.europa.eu/esco/occupation/6724e558-2d75-4116-a473-91a4c14d4c69,3353.2.1,Responsável de serviços de pensões,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/4d750b7f-f40d-447c-ba90-f5fb0ee9ef27,3353.2,Agente da segurança social,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3353,3353,Agentes dos serviços da segurança social,0.011904761904761899
Occupation,http://data.europa.eu/esco/occupation/e19fe26f-0759-4bb1-af71-5bbecf3df69f,3354.1,Consultor em questões de imigração/Consultora em questões de imigração,0.0
Occupation,http://data.europa.eu/esco/occupation/39c89133-bd2a-45db-b3eb-529b94daeeaf,3354.2,Agente de licenciamento,0.0
Occupation,http://data.europa.eu/esco/occupation/aaf732b5-ee19-4c82-a08f-700fb98f5ca7,3354.3,Agente de emissão de passaportes,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3354,3354,Agentes dos serviços de licenças e autorizações,0.0
Occupation,http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555,3355.1,Agente de investigação criminal,0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/3880e9e8-bc2b-48d9-8afc-a0f258c1c4b0,3355.2,Detetive da polícia,0.0
Occupation,http://data.europa.eu/esco/occupation/ce2b8609-34c7-40d3-a4f7-581c76bd258a,3355.3,Inspetor da polícia/Inspetora da polícia,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3355,3355,Inspectores de polícia e detectives,0.012820512820512801
Occupation,http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229,3359.1,Inspetor agrícola/Inspetora agrícola,0.177777777777777
Occupation,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d,3359.2,Conselheiro em direitos do consumidor/Conselheira em direitos do consumidor,0.037037037037037
Occupation,http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d,3359.3,Observador de pescas/Observadora de pescas,0.175
Occupation,http://data.europa.eu/esco/occupation/6c7d333a-b2a9-4325-b25b-566d1ecc956d,3359.4,Inspetor florestal/Inspetora florestal,0.379310344827586
Occupation,http://data.europa.eu/esco/occupation/27c5097e-a2a3-4b2e-82a6-3b874ebfb092,3359.5.1,Inspetor de navios de carga/Inspetora de navios de carga,0.0
Occupation,http://data.europa.eu/esco/occupation/50609eb5-9957-4cbf-9b91-6f46ce49cfad,3359.5,Inspetor de frete/Inspetora de frete,0.0
Occupation,http://data.europa.eu/esco/occupation/379a4f3f-4985-4764-8b2f-037946da855d,3359.6,Inspetor de jogos/Inspetora de jogos,0.0
Occupation,http://data.europa.eu/esco/occupation/d9f67d41-5e35-49c1-82a4-05ed94fbc3ab,3359.8,Inspetor de pesos e medidas/Inspetora de pesos e medidas,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3359,3359,Outros agentes de nível intermédio para aplicação da lei e similares,0.0961406449553
ISCO level 3,http://data.europa.eu/esco/isco/C341,341,"Técnicos de nível intermédio dos serviços jurídicos, sociais e religiosos",0.0019070010449320767
Occupation,http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212,3411.1,Responsável de processos,0.0
Occupation,http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe,3411.2,Escriturário de registos notariais/Escriturária de registos notariais,0.0
Occupation,http://data.europa.eu/esco/occupation/a7f63810-a21a-4e7e-8aa2-6637d14ea3c1,3411.3,Funcionário administrativo de tribunal/Funcionária administrativa de tribunal,0.0
Occupation,http://data.europa.eu/esco/occupation/5e175ee2-6b07-4f1d-8f5e-962c36ab7bb6,3411.4,Oficial de justiça,0.0
Occupation,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,3411.5,Escriturário de tribunal/Escriturária de tribunal,0.0
Occupation,http://data.europa.eu/esco/occupation/b471350e-23ce-4789-a821-5500b28cffe1,3411.6,Funcionário de tribunal com poderes coercivos/Funcionária de tribunal com poderes coercivos,0.0
Occupation,http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368,3411.7,Assistente jurídico/Assistente jurídica,0.0
Occupation,http://data.europa.eu/esco/occupation/71c3a49a-e55e-42ce-bd3f-31f37d3cfab6,3411.8.1,Agente de prevenção de perdas em estabelecimentos comerciais,0.0
Occupation,http://data.europa.eu/esco/occupation/771a47c9-9cf4-4368-9752-2a1ea5a783d7,3411.8,Detetive particular,0.0
Occupation,http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9,3411.9,Técnico de julgado de paz/Técnica de julgado de paz,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3411,3411,Técnicos de nível intermédio dos serviços jurídicos e relacionados,0.0
Occupation,http://data.europa.eu/esco/occupation/92df4ee3-bce3-45f6-a693-597df1b96f43,3412.1,Operador de linha de apoio telefónico/Operadora de linha de apoio telefónico,0.0
Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,3412.2,Tutor legal/Tutora legal,0.0
Occupation,http://data.europa.eu/esco/occupation/fc85156e-4f0b-46c4-ba66-a3b17318d932,3412.3,Conselheiro de vida/Conselheira de vida,0.0
Occupation,http://data.europa.eu/esco/occupation/c6239b9e-5973-4b0a-a2ed-4c4b41331e04,3412.4.1,Técnico de ação social comunitária/Técnica de ação social comunitária,0.0
Occupation,http://data.europa.eu/esco/occupation/f4525ed8-54eb-4a3b-90db-55cc01b0d9fd,3412.4.2,prestador de cuidados domiciliários/prestadora de cuidados domiciliários,0.0
Occupation,http://data.europa.eu/esco/occupation/2ae76ccc-f02e-4eb6-b693-fff70ba8f409,3412.4.3,Técnico de intervenção precoce de apoio à infância/Técnica de intervenção precoce de apoio à infância,0.0
Occupation,http://data.europa.eu/esco/occupation/9c55aa23-e3f2-4c00-8c90-5ed5204951a3,3412.4.4,Técnico de apoio à deficiência/Técnico de apoio à deficiência,0.0
Occupation,http://data.europa.eu/esco/occupation/4c89c65c-4e35-44e3-8fa0-5d73e9e15325,3412.4.5,técnico de apoio familiar/técnica de apoio familiar,0.0
Occupation,http://data.europa.eu/esco/occupation/1f5932eb-b36d-44e1-a063-7aa9e228af51,3412.4.6,Técnico de apoio de serviços de acolhimento de emergência/Técnica de apoio de serviços de acolhimento de emergência,0.0
Occupation,http://data.europa.eu/esco/occupation/4edbde9f-218e-49c7-812f-c45262fb4128,3412.4.7,Técnico de apoio domiciliário/Técnica de apoio domiciliário,0.0
Occupation,http://data.europa.eu/esco/occupation/5a9acd29-666c-4ca1-b10e-e086584a526b,3412.4.8,Técnico de saúde mental/Técnica de saúde mental,0.0
Occupation,http://data.europa.eu/esco/occupation/4d7d2628-1405-4ff2-b5b5-bd0d57ed9bbd,3412.4.10,Técnico de cuidados residenciais a crianças com necessidades especiais/Técnica de cuidados residenciais a crianças com necessidades especiais,0.0
Occupation,http://data.europa.eu/esco/occupation/78f474ae-c154-4206-ad0f-d8a00e9c541e,3412.4.11,Técnico de apoio residencial a adultos toxicodependentes ou com deficiência/Técnica de apoio residencial a adultos toxicodependentes ou com deficiência,0.0
Occupation,http://data.europa.eu/esco/occupation/50743f62-3d5b-4ef6-b706-00d2b1adfcc3,3412.4.12,Técnico de apoio residencial a idosos/Técnica de apoio residencial a idosos,0.0
Occupation,http://data.europa.eu/esco/occupation/6667bf29-a3e3-4513-a71b-82c67206045b,3412.4.13,Técnico de apoio residencial a jovens/Técnica de apoio residencial a jovens,0.0
Occupation,http://data.europa.eu/esco/occupation/8d703e8f-1e57-4246-8a6b-cb87a760d4ab,3412.4,Técnico de ação social/Técnica de ação social,0.0
Occupation,http://data.europa.eu/esco/occupation/4fa660b3-ab97-4a99-ad73-ce3c2612f2c3,3412.5,Assistente de trabalho social,0.0
Occupation,http://data.europa.eu/esco/occupation/1f13d8c3-f601-4d3b-adc8-c8d52e0c15d5,3412.6,mentor de voluntários/mentora de voluntários,0.0344827586206896
ISCO level 4,http://data.europa.eu/esco/isco/C3412,3412,Técnicos de nível intermédio de apoio social,0.0019157088122605333
